timestamp,symbol,name,outcome,detail
2026-07-20T13:45:08,AEQUS,AEQUS LIMITED,generated,
2026-07-20T13:45:10,AEROENTER,Aeroflex Enterprises Limited,generated,
2026-07-20T13:45:12,AEROFLEX,Aeroflex Industries Limited,generated,
2026-07-20T13:45:15,AERONEU,Aeroflex Neu Limited,generated,
2026-07-20T13:45:17,AETHER,Aether Industries Limited,generated,
2026-07-20T13:45:20,AFCONS,AFCONS INFRASTRUCTURE LTD,generated,
2026-07-20T13:45:22,AFFLE,Affle 3i Limited,generated,
2026-07-20T13:45:25,AFSL,Abans Financial Services Limited,generated,
2026-07-20T13:45:27,AGARIND,Agarwal Industrial Corporation Limited,generated,
2026-07-20T13:45:30,AGARWALEYE,DR AGARWALS HEALTH CARE L,generated,
2026-07-20T13:45:32,AGI,AGI Greenpac Limited,generated,
2026-07-20T13:45:34,AGIIL,AGI Infra Limited,generated,
2026-07-20T13:45:37,AGROPHOS,Agro Phos (India) Limited,generated,
2026-07-20T13:45:39,AHCL,ANLON HEALTHCARE LIMITED,generated,
2026-07-20T13:45:41,AHLADA,Ahlada Engineers Limited,generated,
2026-07-20T13:45:44,AHLEAST,Asian Hotels (East) Limited,generated,
2026-07-20T13:45:46,AHLUCONT,Ahluwalia Contracts (India) Limited,generated,
2026-07-20T13:45:48,AIAENG,AIA Engineering Limited,generated,
2026-07-20T13:45:51,AIIL,Authum Investment & Infrastructure Limited,generated,
2026-07-20T13:45:53,AIRAN,Airan Limited,generated,
2026-07-20T13:45:56,AIROLAM,Airo Lam Limited,generated,
2026-07-20T13:45:58,AJANTPHARM,Ajanta Pharma Limited,generated,
2026-07-20T13:46:00,AJAXENGG,AJAX ENGINEERING LIMITED,generated,
2026-07-20T13:46:03,AJMERA,Ajmera Realty & Infra India Limited,generated,
2026-07-20T13:46:05,AJOONI,Ajooni Biotech Limited,generated,
2026-07-20T13:46:08,AKASH,Akash Infra-Projects Limited,generated,
2026-07-20T13:46:10,AKCAPIT,A. K. Capital Services Limited,generated,
2026-07-20T13:46:12,AKG,AKG Exim Limited,generated,
2026-07-20T13:46:15,AKI,AKI India Limited,generated,
2026-07-20T13:46:17,AKSHAR,Akshar Spintex Limited,generated,
2026-07-20T13:46:20,AKUMS,AKUMS DRUGS AND PHARMA L,generated,
2026-07-20T13:46:22,ALANKIT,Alankit Limited,generated,
2026-07-20T13:46:24,ALBERTDAVD,Albert David Limited,generated,
2026-07-20T13:46:27,ALEMBICLTD,Alembic Limited,generated,
2026-07-20T13:46:29,ALGOQUANT,Algoquant Fintech Limited,generated,
2026-07-20T13:46:31,ALICON,Alicon Castalloy Limited,generated,
2026-07-20T13:46:34,ALIVUS,Alivus Life Sciences Limited,generated,
2026-07-20T13:46:36,ALKEM,Alkem Laboratories Limited,generated,
2026-07-20T13:46:39,ALKYLAMINE,Alkyl Amines Chemicals Limited,generated,
2026-07-20T13:46:41,ALLCARGO,Allcargo Logistics Limited,generated,
2026-07-20T13:46:43,ALLDIGI,Alldigi Tech Limited,generated,
2026-07-20T13:46:46,ALLTIME,ALL TIME PLASTICS LIMITED,generated,
2026-07-20T13:46:48,ALMONDZ,Almondz Global Securities Limited,generated,
2026-07-20T13:46:50,ALOKINDS,Alok Industries Limited,generated,
2026-07-20T13:46:53,ALPA,Alpa Laboratories Limited,generated,
2026-07-20T13:46:55,ALPHAGEO,Alphageo (India) Limited,generated,
2026-07-20T13:46:57,AMAGI,AMAGI MEDIA LABS LIMITED,generated,
2026-07-20T13:47:00,AMBALALSA,Ambalal Sarabhai Enterprises Limited,generated,
2026-07-20T13:47:02,AMBER,Amber Enterprises India Limited,generated,
2026-07-20T13:47:04,AMBICAAGAR,Ambica Agarbathies Aroma & Industries Limited,generated,
2026-07-20T13:47:07,AMBIKCO,Ambika Cotton Mills Limited,generated,
2026-07-20T13:47:09,AMBUJACEM,Ambuja Cements Limited,generated,
2026-07-20T13:47:11,AMDIND,AMD Industries Limited,generated,
2026-07-20T13:47:14,AMIRCHAND,AMIR CHAND JAG KUM (E) L,generated,
2026-07-20T13:47:16,AMJLAND,AMJ Land Holdings Limited,generated,
2026-07-20T13:47:19,AMNPLST,Amines & Plasticizers Limited,generated,
2026-07-20T13:47:21,AMRUTANJAN,Amrutanjan Health Care Limited,generated,
2026-07-20T13:47:24,ANANDRATHI,Anand Rathi Wealth Limited,generated,
2026-07-20T13:47:26,ANANTRAJ,Anant Raj Limited,generated,
2026-07-20T13:47:28,ANDHRAPAP,Andhra Paper Limited,generated,
2026-07-20T13:47:30,ANDHRSUGAR,The Andhra Sugars Limited,generated,
2026-07-20T13:47:33,ANGELONE,Angel One Limited,generated,
2026-07-20T13:47:35,ANMOL,Anmol India Limited,generated,
2026-07-20T13:47:38,ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,generated,
2026-07-20T13:47:40,ANTGRAPHIC,Antarctica Limited,generated,
2026-07-20T13:47:42,ANTHEM,ANTHEM BIOSCIENCES LTD,generated,
2026-07-20T13:47:45,ANUHPHR,Anuh Pharma Limited,generated,
2026-07-20T13:47:47,ANUP,The Anup Engineering Limited,generated,
2026-07-20T13:47:49,ANURAS,Anupam Rasayan India Ltd,generated,
2026-07-20T13:47:52,APARINDS,APAR Industries Limited,generated,
2026-07-20T13:47:54,APCL,Anjani Portland Cement Limited,generated,
2026-07-20T13:47:56,APCOTEXIND,Apcotex Industries Limited,generated,
2026-07-20T13:47:59,APEX,Apex Frozen Foods Limited,generated,
2026-07-20T13:48:01,APLAPOLLO,APL Apollo Tubes Limited,generated,
2026-07-20T13:48:03,APLLTD,Alembic Pharmaceuticals Limited,generated,
2026-07-20T13:48:06,APOLLO,Apollo Micro Systems Limited,generated,
2026-07-20T13:48:08,APOLLOHOSP,Apollo Hospitals Enterprise Limited,generated,
2026-07-20T13:48:10,APOLLOPIPE,Apollo Pipes Limited,generated,
2026-07-20T13:48:13,APOLLOTYRE,Apollo Tyres Limited,generated,
2026-07-20T13:48:15,APOLSINHOT,Apollo Sindoori Hotels Limited,generated,
2026-07-20T13:48:17,APTUS,Aptus Value Housing Finance India Limited,generated,
2026-07-20T13:48:20,AQYLON,Aqylon Nexus Limited,generated,
2026-07-20T13:48:22,ARCHIDPLY,Archidply Industries Limited,generated,
2026-07-20T13:48:25,ARCHIES,Archies Limited,generated,
2026-07-20T13:48:27,ARE&M,Amara Raja Energy & Mobility Limited,generated,
2026-07-20T13:48:30,ARENTERP,Rajdarshan Industries Limited,generated,
2026-07-20T13:48:32,ARFIN,Arfin India Limited,generated,
2026-07-20T13:48:34,ARIES,Aries Agro Limited,generated,
2026-07-20T13:48:37,ARIHANT,Arihant Foundations & Housing Limited,generated,
2026-07-20T13:48:39,ARIHANTCAP,Arihant Capital Markets Limited,generated,
2026-07-20T13:48:42,ARIHANTSUP,Arihant Superstructures Limited,generated,
2026-07-20T13:48:44,ARIS,Arisinfra Solutions Limited,generated,
2026-07-20T13:48:46,ARKADE,ARKADE DEVELOPERS LIMITED,generated,
2026-07-20T13:48:49,ARMANFIN,Arman Financial Services Limited,generated,
2026-07-20T13:48:51,AROGRANITE,Aro Granite Industries Limited,generated,
2026-07-20T13:48:54,ARSSBL,ANAND RATHI SH N STK BR L,generated,
2026-07-20T13:48:56,ARTEMISMED,Artemis Medicare Services Limited,generated,
2026-07-20T13:48:58,ARTNIRMAN,Art Nirman Limited,generated,
2026-07-20T13:49:01,ARVEE,Arvee Laboratories (India) Ltd.,generated,
2026-07-20T13:49:03,ARVIND,Arvind Limited,generated,
2026-07-20T13:49:05,ARVINDFASN,Arvind Fashions Limited,generated,
2026-07-20T13:49:08,ARVSMART,Arvind SmartSpaces Limited,generated,
2026-07-20T13:49:10,ASAHIINDIA,Asahi India Glass Limited,generated,
2026-07-20T13:49:12,ASAHISONG,Asahi Songwon Colors Limited,generated,
2026-07-20T13:49:14,ASAL,Automotive Stampings and Assemblies Limited,generated,
2026-07-20T13:49:17,ASALCBR,Associated Alcohols & Breweries Limited,generated,
2026-07-20T13:49:19,ASHAPURMIN,Ashapura Minechem Limited,generated,
2026-07-20T13:49:21,ASHIANA,Ashiana Housing Limited,generated,
2026-07-20T13:49:24,ASHIKA,Ashika Global Securities Limited,generated,
2026-07-20T13:49:27,ASHIMASYN,Ashima Limited,generated,
2026-07-20T13:49:29,ASHOKA,Ashoka Buildcon Limited,generated,
2026-07-20T13:49:31,ASHOKAMET,Ashoka Metcast Limited,generated,
2026-07-20T13:49:34,ASHOKLEY,Ashok Leyland Limited,generated,
2026-07-20T13:49:36,ASIANENE,Asian Energy Services Limited,generated,
2026-07-20T13:49:39,ASIANHOTNR,Asian Hotels (North) Limited,generated,
2026-07-20T13:49:41,ASIANTILES,Asian Granito India Limited,generated,
2026-07-20T13:49:43,ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,generated,
2026-07-20T13:49:46,ASPINWALL,Aspinwall and Company Limited,generated,
2026-07-20T13:49:48,ASTAR,Asian Star Company Limited,generated,
2026-07-20T13:49:50,ASTEC,Astec LifeSciences Limited,generated,
2026-07-20T13:49:53,ASTERDM,Aster DM Quality Care Limited,generated,
2026-07-20T13:49:55,ASTRAL,Astral Limited,generated,
2026-07-20T13:49:58,ASTRAMICRO,Astra Microwave Products Limited,generated,
2026-07-20T13:50:00,ASTRAZEN,AstraZeneca Pharma India Limited,generated,
2026-07-20T13:50:02,ATALREAL,Atal Realtech Limited,generated,
2026-07-20T13:50:05,ATAM,Atam Valves Limited,generated,
2026-07-20T13:50:07,ATGL,Adani Total Gas Limited,generated,
2026-07-20T13:50:09,ATHERENERG,Ather Energy Limited,generated,
2026-07-20T13:50:12,ATL,Allcargo Terminals Limited,generated,
2026-07-20T13:50:14,ATLANTAA,Atlantaa Limited,generated,
2026-07-20T13:50:17,ATLANTAELE,ATLANTA ELECTRICALS LTD,generated,
2026-07-20T13:50:19,ATLASCYCLE,Atlas Cycles (Haryana) Limited,generated,
2026-07-20T13:50:22,ATUL,Atul Ltd,generated,
2026-07-20T13:50:24,ATULAUTO,Atul Auto Limited,generated,
2026-07-20T13:50:26,AUBANK,AU Small Finance Bank Limited,generated,
2026-07-20T13:50:29,AURIONPRO,Aurionpro Solutions Limited,generated,
2026-07-20T13:50:31,AUROPHARMA,Aurobindo Pharma Limited,generated,
2026-07-20T13:50:34,AURUM,Aurum PropTech Limited,generated,
2026-07-20T13:50:36,AUTOAXLES,Automotive Axles Limited,generated,
2026-07-20T13:50:38,AVALON,Avalon Technologies Limited,generated,
2026-07-20T13:50:41,AVANTEL,Avantel Limited,generated,
2026-07-20T13:50:43,AVANTIFEED,Avanti Feeds Limited,generated,
2026-07-20T13:50:45,AVL,Aditya Vision Limited,generated,
2026-07-20T13:50:48,AVONMORE,Avonmore Capital & Management Services Limited,generated,
2026-07-20T13:50:50,AVROIND,Avro India Limited,generated,
2026-07-20T13:50:53,AVTNPL,AVT Natural Products Limited,generated,
2026-07-20T13:50:55,AWFIS,AWFIS SPACE SOLUTIONS LTD,generated,
2026-07-20T13:50:57,AWHCL,Antony Waste Handling Cell Limited,generated,
2026-07-20T13:51:00,AWL,AWL Agri Business Limited,generated,
2026-07-20T13:51:02,AXISBANK,Axis Bank Limited,generated,
2026-07-20T13:51:05,AXISCADES,AXISCADES Technologies Limited,generated,
2026-07-20T13:51:07,AXITA,Axita Cotton Limited,generated,
2026-07-20T13:51:09,AYE,AYE FINANCE LIMITED,generated,
2026-07-20T13:51:12,AYMSYNTEX,AYM Syntex Limited,generated,
2026-07-20T13:51:14,AZAD,AZAD ENGINEERING LIMITED,generated,
2026-07-20T13:51:17,BAGFILMS,B.A.G. Films and Media Limited,generated,
2026-07-20T13:51:19,BAIDFIN,Baid Finserv Limited,generated,
2026-07-20T13:51:21,BAJAJ-AUTO,Bajaj Auto Limited,generated,
2026-07-20T13:51:24,BAJAJCON,Bajaj Consumer Care Limited,generated,
2026-07-20T13:51:26,BAJAJELEC,Bajaj Electricals Limited,generated,
2026-07-20T13:51:29,BAJAJFINSV,Bajaj Finserv Ltd.,generated,
2026-07-20T13:51:31,BAJAJHCARE,Bajaj HealthCare Limited,generated,
2026-07-20T13:51:34,BAJAJHFL,BAJAJ HOUSING FINANCE LTD,generated,
2026-07-20T13:51:36,BAJAJHIND,Bajaj Hindusthan Sugar Limited,generated,
2026-07-20T13:51:38,BAJAJHLDNG,Bajaj Holdings & Investment Limited,generated,
2026-07-20T13:51:41,BAJAJINDEF,INDEF MANUFACTURING LTD,generated,
2026-07-20T13:51:43,BAJAJST,Bajaj Steel Industries Limited,generated,
2026-07-20T13:51:45,BAJEL,Bajel Projects Limited,generated,
2026-07-20T13:51:48,BAJFINANCE,Bajaj Finance Limited,generated,
2026-07-20T13:51:50,BALAJEE,SHREE TIRUPATI BALAJEE L,generated,
2026-07-20T13:51:53,BALAJITELE,Balaji Telefilms Limited,generated,
2026-07-20T13:51:55,BALAMINES,Balaji Amines Limited,generated,
2026-07-20T13:51:58,BALKRISHNA,Balkrishna Paper Mills Limited,generated,
2026-07-20T13:52:00,BALKRISIND,Balkrishna Industries Limited,generated,
2026-07-20T13:52:02,BALMLAWRIE,Balmer Lawrie & Co. Ltd.,generated,
2026-07-20T13:52:05,BALPHARMA,Bal Pharma Limited,generated,
2026-07-20T13:52:57,BALRAMCHIN,Balrampur Chini Mills Limited,generated,
2026-07-20T13:53:00,BALUFORGE,Balu Forge Industries Limited,generated,
2026-07-20T13:53:03,BANARBEADS,Banaras Beads Limited,generated,
2026-07-20T13:53:06,BANARISUG,Bannari Amman Sugars Limited,generated,
2026-07-20T13:53:09,BANCOINDIA,Banco Products (India) Limited,generated,
2026-07-20T13:53:14,BANDHANBNK,Bandhan Bank Limited,generated,
2026-07-20T13:53:17,BANG,Bang Overseas Limited,generated,
2026-07-20T13:54:18,BANKBARODA,Bank of Baroda Limited,generated,
2026-07-20T13:54:21,BANKINDIA,Bank of India Limited,generated,
2026-07-20T13:54:24,BANSALWIRE,BANSAL WIRE INDUSTRIES L,generated,
2026-07-20T13:54:26,BANSWRAS,Banswara Syntex Limited,generated,
2026-07-20T13:54:29,BASF,BASF India Limited,generated,
2026-07-20T13:54:32,BATAINDIA,Bata India Limited,generated,
2026-07-20T13:55:32,BATLIBOI,Batliboi Limited,generated,
2026-07-20T13:55:36,BAYERCROP,Bayer CropScience Limited,generated,
2026-07-20T13:55:39,BBL,Bharat Bijlee Limited,generated,
2026-07-20T13:55:41,BBOX,Black Box Limited,generated,
2026-07-20T13:55:44,BBTC,The Bombay Burmah Trading Corporation Limited,generated,
2026-07-20T13:55:47,BBTCL,B&B Triplewall Containers Limited,generated,
2026-07-20T13:56:45,BCG,Brightcom Group Limited,generated,
2026-07-20T13:56:48,BCLIND,BCL Industries Limited,generated,
2026-07-20T13:56:51,BCONCEPTS,Brand Concepts Limited,generated,
2026-07-20T13:56:53,BCPL,BCPL Railway Infrastructure Limited,generated,
2026-07-20T13:56:56,BDL,Bharat Dynamics Limited,generated,
2026-07-20T13:56:59,BEARDSELL,Beardsell Limited,generated,
2026-07-20T13:57:57,BECTORFOOD,Mrs. Bectors Food Specialities Limited,generated,
2026-07-20T13:58:00,BEDMUTHA,Bedmutha Industries Limited,generated,
2026-07-20T13:58:03,BEEKAY,Beekay Steel Industries Limited,generated,
2026-07-20T13:58:06,BEL,Bharat Electronics Limited,generated,
2026-07-20T13:58:09,BELLACASA,Bella Casa Fashion & Retail Limited,generated,
2026-07-20T13:58:11,BELRISE,BELRISE INDUSTRIES LTD,generated,
2026-07-20T13:58:14,BEML,BEML Limited,generated,
2026-07-20T13:59:12,BENGALASM,Bengal & Assam Company Limited,generated,
2026-07-20T13:59:15,BEPL,Bhansali Engineering Polymers Limited,generated,
2026-07-20T13:59:18,BERGEPAINT,Berger Paints India Limited,generated,
2026-07-20T13:59:21,BESTAGRO,Best Agrolife Limited,generated,
2026-07-20T13:59:24,BETA,BETA DRUGS LIMITED,generated,
2026-07-20T14:00:27,BFINVEST,BF Investment Limited,generated,
2026-07-20T14:00:30,BFUTILITIE,BF Utilities Limited,generated,
2026-07-20T14:00:33,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,generated,
2026-07-20T14:00:36,BHARATCOAL,BHARAT COKING COAL LTD,generated,
2026-07-20T14:00:39,BHARATFORG,Bharat Forge Limited,generated,
2026-07-20T14:00:41,BHARATRAS,Bharat Rasayan Limited,generated,
2026-07-20T14:01:41,BHARATSE,Bharat Seats Limited,generated,
2026-07-20T14:02:40,BHARATWIRE,Bharat Wire Ropes Limited,generated,
2026-07-20T14:02:43,BHARTIARTL,Bharti Airtel Limited,generated,
2026-07-20T14:02:46,BHARTIHEXA,BHARTI HEXACOM LIMITED,generated,
2026-07-20T14:02:48,BHEL,Bharat Heavy Electricals Limited,generated,
2026-07-20T14:02:51,BI,Bilcare Limited,generated,
2026-07-20T14:02:54,BIGBLOC,Bigbloc Construction Limited,generated,
2026-07-20T14:02:57,BIKAJI,Bikaji Foods International Limited,generated,
2026-07-20T14:03:57,BIL,Bhartiya International Ltd.,generated,
2026-07-20T14:04:00,BIMETAL,Bimetal Bearings Limited,generated,
2026-07-20T14:04:03,BIOCON,Biocon Limited,generated,
2026-07-20T14:04:06,BIOFILCHEM,Biofil Chemicals and Pharmaceuticals Limited,generated,
2026-07-20T14:04:09,BIRLACORPN,Birla Corporation Limited,generated,
2026-07-20T14:04:17,BIRLAMONEY,Aditya Birla Money Limited,generated,
2026-07-20T14:05:09,BIRLANU,BirlaNu Limited,generated,
2026-07-20T14:05:12,BIRLAPREC,Birla Precision Technologies Limited,generated,
2026-07-20T14:05:15,BLACKBUCK,BlackBuck Limited,generated,
2026-07-20T14:05:17,BLAL,BEML Land Assets Limited,generated,
2026-07-20T14:05:20,BLBLIMITED,BLB Limited,generated,
2026-07-20T14:05:23,BLIL,Balmer Lawrie Investments Limited,generated,
2026-07-20T14:06:23,BLKASHYAP,B.L. Kashyap and Sons Limited,generated,
2026-07-20T14:07:16,BLS,BLS International Services Limited,generated,
2026-07-20T14:07:20,BLSE,BLS E-SERVICES LIMITED,generated,
2026-07-20T14:07:22,BLUEDART,Blue Dart Express Limited,generated,
2026-07-20T14:07:25,BLUEJET,Blue Jet Healthcare Limited,generated,
2026-07-20T14:07:28,BLUESTARCO,Blue Star Limited,generated,
2026-07-20T14:07:31,BLUESTONE,BLUESTONE JEWEL LFSTL LTD,generated,
2026-07-20T14:07:34,BLUSPRING,Bluspring Enterprises Limited,generated,
2026-07-20T14:08:32,BMWVENTLTD,BMW VENTURES LIMITED,generated,
2026-07-20T14:08:35,BNALTD,B & A Limited,generated,
2026-07-20T14:08:37,BOHRAIND,Bohra Industries Limited,generated,
2026-07-20T14:08:40,BOMDYEING,The Bombay Dyeing and Manufacturing Company Limited,generated,
2026-07-20T14:08:43,BONLON,Bonlon Industries Limited,generated,
2026-07-20T14:08:46,BORANA,BORANA WEAVES LIMITED,generated,
2026-07-20T14:09:44,BOROLTD,Borosil Limited,generated,
2026-07-20T14:09:47,BORORENEW,Borosil Renewables Limited,generated,
2026-07-20T14:09:50,BOROSCI,Borosil Scientific Limited,generated,
2026-07-20T14:10:53,BOSCH-HCIL,Bosch Home Comfort India Limited,generated,
2026-07-20T14:10:56,BOSCHLTD,Bosch Limited,generated,
2026-07-20T14:10:59,BPCL,Bharat Petroleum Corporation Limited,generated,
2026-07-20T14:11:37,BPL,BPL Limited,generated,
2026-07-20T14:11:51,BRIGADE,Brigade Enterprises Limited,generated,
2026-07-20T14:11:53,BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,generated,
2026-07-20T14:11:58,BRITANNIA,Britannia Industries Limited,generated,
2026-07-20T14:12:01,BRNL,Bharat Road Network Limited,generated,
2026-07-20T14:12:04,BSE,BSE Limited,generated,
2026-07-20T14:12:07,BSL,BSL Limited,generated,
2026-07-20T14:12:10,BSOFT,Birlasoft Limited,generated,
2026-07-20T14:13:04,BTML,Bodhi Tree Multimedia Limited,generated,
2026-07-20T14:13:07,BUILDPRO,Shankara Buildpro Limited,generated,
2026-07-20T14:13:10,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,generated,
2026-07-20T14:13:13,BVCL,Barak Valley Cements Limited,generated,
2026-07-20T14:13:16,CAMLINFINE,Camlin Fine Sciences Limited,generated,
2026-07-20T14:13:18,CAMPUS,Campus Activewear Limited,generated,
2026-07-20T14:14:19,CAMS,Computer Age Management Services Limited,generated,
2026-07-20T14:14:22,CANBK,Canara Bank,generated,
2026-07-20T14:14:24,CANFINHOME,Can Fin Homes Limited,generated,
2026-07-20T14:14:27,CANHLIFE,CANARA HSBC LIFE INS CO L,generated,
2026-07-20T14:14:30,CANTABIL,Cantabil Retail India Limited,generated,
2026-07-20T14:14:33,CAPACITE,Capacit'e Infraprojects Limited,generated,
2026-07-20T14:15:30,CAPILLARY,CAPILLARY TECHNO INDIA L,generated,
2026-07-20T14:16:31,CAPITALSFB,Capital Small Finance Bank Limited,generated,
2026-07-20T14:16:34,CAPLIPOINT,Caplin Point Laboratories Limited,generated,
2026-07-20T14:16:37,CARBORUNIV,Carborundum Universal Limited,generated,
2026-07-20T14:16:40,CARERATING,CARE Ratings Limited,generated,
2026-07-20T14:16:43,CARRARO,CARRARO INDIA LIMITED,generated,
2026-07-20T14:16:45,CARTRADE,CarTrade Tech Limited,generated,
2026-07-20T14:16:48,CARYSIL,Carysil Limited,generated,
2026-07-20T14:17:49,CASTROLIND,Castrol India Limited,generated,
2026-07-20T14:17:52,CCAVENUE,AvenuesAI Limited,generated,
2026-07-20T14:17:55,CCCL,Consolidated Construction Consortium Limited,generated,
2026-07-20T14:17:58,CCHHL,Country Club Hospitality & Holidays Limited,generated,
2026-07-20T14:18:00,CCL,CCL Products (India) Limited,generated,
2026-07-20T14:18:03,CDSL,Central Depository Services (India) Limited,generated,
2026-07-20T14:19:03,CEATLTD,CEAT Limited,generated,
2026-07-20T14:19:06,CEIGALL,CEIGALL INDIA LIMITED,generated,
2026-07-20T14:19:10,CEINSYS,Ceinsys Tech Limited,generated,
2026-07-20T14:19:13,CELEBRITY,Celebrity Fashions Limited,generated,
2026-07-20T14:19:15,CELLO,Cello World Limited,generated,
2026-07-20T14:19:18,CEMPRO,Cemindia Projects Limited,generated,
2026-07-20T14:20:15,CENTENKA,Century Enka Limited,generated,
2026-07-20T14:20:56,CENTEXT,Century Extrusions Limited,generated,
2026-07-20T14:21:05,CENTRALBK,Central Bank of India,generated,
2026-07-20T14:21:08,CENTRUM,Centrum Capital Limited,generated,
2026-07-20T14:21:11,CENTUM,Centum Electronics Limited,generated,
2026-07-20T14:21:14,CENTURYPLY,Century Plyboards (India) Limited,generated,
2026-07-20T14:21:17,CERA,Cera Sanitaryware Limited,generated,
2026-07-20T14:21:19,CESC,CESC Limited,generated,
2026-07-20T14:21:22,CEWATER,CONCORD ENVIRO SYSTEMS L,generated,
2026-07-20T14:22:22,CGCL,Capri Global Capital Limited,generated,
2026-07-20T14:22:25,CGPOWER,CG Power and Industrial Solutions Limited,generated,
2026-07-20T14:22:28,CHALET,Chalet Hotels Limited,generated,
2026-07-20T14:22:31,CHAMBLFERT,Chambal Fertilisers and Chemicals Limited,generated,
2026-07-20T14:22:34,CHEMPLASTS,Chemplast Sanmar Limited,generated,
2026-07-20T14:22:38,CHENNPETRO,Chennai Petroleum Corporation Limited,generated,
2026-07-20T14:23:35,CHEVIOT,Cheviot Company Limited,generated,
2026-07-20T14:23:38,CHOICEIN,Choice International Limited,generated,
2026-07-20T14:23:41,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,generated,
2026-07-20T14:23:44,CHOLAHLDNG,Cholamandalam Financial Holdings Limited,generated,
2026-07-20T14:23:47,CIEINDIA,CIE Automotive India Limited,generated,
2026-07-20T14:23:49,CIFL,Capital India Finance Limited,generated,
2026-07-20T14:24:49,CINELINE,Cineline India Limited,generated,
2026-07-20T14:25:29,CINEVISTA,Cinevista Limited,generated,
2026-07-20T14:25:32,CIPLA,Cipla Limited,generated,
2026-07-20T14:25:35,CLEAN,Clean Science and Technology Limited,generated,
2026-07-20T14:25:38,CLEANMAX,CLEAN MAX ENVIRO EN SOL L,generated,
2026-07-20T14:25:41,CLSEL,Chaman Lal Setia Exports Ltd.,generated,
