symbol,financial_currency,currency_flag,periods_available,ebit,total_liabilities,ni_0,ni_1,cfo_0,cfo_1,ta_0,ta_1,ltd_0,ltd_1,ca_0,ca_1,cl_0,cl_1,rev_0,rev_1,cogs_0,cogs_1,shares_0,shares_1,ar_0,ar_1,ppe_net_0,ppe_net_1,ppe_gross_0,ppe_gross_1,dep_0,dep_1,sga_0,sga_1,sti_0,sti_1,error_reason
CUMMINSIND,INR,OK,5,30983600000.0,28290500000.0,23617500000.0,19999400000.0,17342600000.0,16825900000.0,113042100000.0,101684900000.0,,,81101800000.0,70085100000.0,24397000000.0,22584700000.0,119497300000.0,102192400000.0,78781600000.0,67956300000.0,277200000.0,277200000.0,27542700000.0,22777500000.0,14794600000.0,14118700000.0,25464400000.0,24088700000.0,1985600000.0,1850700000.0,571200000.0,460800000.0,34341200000.0,32184500000.0,
CUPID,INR,OK,5,1452729000.0,1024184000.0,1082333000.0,408871000.0,461198000.0,-111351000.0,5532242000.0,3717758000.0,121654000.0,,3853941000.0,2818800000.0,825979000.0,211969000.0,3577088000.0,1835213000.0,1481443000.0,673252000.0,1344660700.0,1342335700.0,1007919000.0,670320000.0,923480000.0,730586000.0,923480000.0,1172240000.0,51232000.0,44758000.0,,178027000.0,338158000.0,754372000.0,
CURAA,INR,OK,5,-9216000.0,167563000.0,-14845000.0,-6629000.0,2643000.0,54872000.0,231402000.0,188676000.0,60704000.0,44627000.0,39636000.0,12388000.0,106839000.0,72865000.0,8349000.0,0.0,6293000.0,483000.0,9900000.0,9150000.0,6427000.0,0.0,26187000.0,17748000.0,26187000.0,17751000.0,5893000.0,6000.0,,6141000.0,,,
CYIENT,INR,OK,5,7053000000.0,21611000000.0,4279000000.0,6157000000.0,7874000000.0,7899000000.0,83244000000.0,76946000000.0,778000000.0,982000000.0,46662000000.0,41455000000.0,15932000000.0,13701000000.0,72682000000.0,73604000000.0,44327000000.0,44561000000.0,110474838.0,110152254.0,13055000000.0,14067000000.0,7580000000.0,7741000000.0,15350000000.0,14835000000.0,2782000000.0,2672000000.0,2064000000.0,2231000000.0,2458000000.0,4004000000.0,
CYIENTDLM,INR,OK,5,1197270000.0,6300780000.0,732820000.0,680760000.0,539020000.0,-623940000.0,16421860000.0,16939130000.0,778250000.0,1480060000.0,12223010000.0,12816670000.0,4915730000.0,5337550000.0,12614850000.0,15196260000.0,7522110000.0,11081940000.0,79364396.0,79306124.0,3073120000.0,3473970000.0,2636380000.0,2394950000.0,4206870000.0,3728790000.0,427520000.0,340620000.0,300260000.0,281590000.0,556680000.0,2350000000.0,
DABUR,INR,OK,4,25459000000.0,56771600000.0,18950300000.0,17676300000.0,25786200000.0,19867500000.0,174799100000.0,162322800000.0,159600000.0,3037400000.0,88859600000.0,65324600000.0,52390800000.0,43184400000.0,130420000000.0,124000100000.0,68806200000.0,65834900000.0,1773690172.0,1772318252.0,7154100000.0,8885000000.0,29774000000.0,29662900000.0,57605600000.0,53993700000.0,4689300000.0,4456000000.0,15941100000.0,15541100000.0,49484900000.0,24713700000.0,
DALBHARAT,INR,OK,5,19300000000.0,151890000000.0,11390000000.0,6830000000.0,22780000000.0,21170000000.0,333120000000.0,302260000000.0,61680000000.0,46050000000.0,87770000000.0,83290000000.0,56740000000.0,52230000000.0,148040000000.0,139800000000.0,51420000000.0,51130000000.0,187565953.0,187565161.0,8640000000.0,8890000000.0,194650000000.0,176850000000.0,194650000000.0,251790000000.0,13490000000.0,13310000000.0,4300000000.0,5010000000.0,55640000000.0,45420000000.0,
DALMIASUG,INR,OK,5,3829100000.0,22860200000.0,2367100000.0,3655000000.0,2194200000.0,4098400000.0,55210100000.0,48634500000.0,5105000000.0,5137100000.0,24146000000.0,22281800000.0,15403300000.0,8617300000.0,36180800000.0,37249400000.0,26466100000.0,27169700000.0,80939303.0,80939303.0,1803000000.0,1320300000.0,17966200000.0,19847200000.0,17966200000.0,35199000000.0,1363000000.0,1305100000.0,,725300000.0,1850300000.0,211800000.0,
DAMCAPITAL,INR,OK,5,1065500000.0,1212400000.0,726900000.0,1037800000.0,371100000.0,472300000.0,4531500000.0,4006400000.0,33200000.0,26800000.0,3341600000.0,2602000000.0,43600000.0,1340100000.0,2213900000.0,2362500000.0,984900000.0,924500000.0,70686000.0,70686000.0,279600000.0,247700000.0,970800000.0,1057000000.0,970800000.0,1203400000.0,142600000.0,70300000.0,,43000000.0,2768100000.0,1255900000.0,
DANGEE,INR,OK,5,7341000.0,259429000.0,-13946000.0,-5217000.0,40278000.0,47946000.0,403715000.0,368178000.0,30167000.0,4523000.0,40515000.0,30558000.0,94583000.0,71508000.0,289372000.0,268359000.0,153773000.0,142665000.0,153975000.0,153975000.0,1325000.0,1807000.0,238539000.0,219957000.0,238539000.0,495282000.0,47165000.0,45615000.0,,30707000.0,2018000.0,75000.0,
DATAMATICS,INR,OK,5,2789800000.0,8191200000.0,1942100000.0,2050200000.0,3239900000.0,2237200000.0,23550700000.0,20564000000.0,866200000.0,1366100000.0,11230300000.0,8902300000.0,5648600000.0,2891000000.0,19871500000.0,17233600000.0,12289800000.0,11216900000.0,59106389.0,59106389.0,3417600000.0,3018200000.0,1930500000.0,1476700000.0,1930500000.0,3961700000.0,840300000.0,487500000.0,,551600000.0,5664100000.0,1376000000.0,
DATAPATTNS,INR,OK,5,3640700000.0,1932500000.0,2713700000.0,2218100000.0,801500000.0,-898800000.0,19292200000.0,18391000000.0,0.0,0.0,14682100000.0,14270900000.0,1404400000.0,2767200000.0,9247700000.0,7083500000.0,3399000000.0,2761000000.0,55983969.0,55983969.0,7277700000.0,5964000000.0,2102700000.0,1847300000.0,2709200000.0,2315400000.0,229500000.0,139200000.0,128500000.0,109800000.0,3658300000.0,4153100000.0,
DAVANGERE,INR,OK,5,382359000.0,3345391000.0,85066000.0,109371000.0,-471337000.0,-45741000.0,8393526000.0,7425693000.0,324961000.0,1331330000.0,4772679000.0,3686608000.0,2429200000.0,2582150000.0,2387726000.0,2149853000.0,1448495000.0,1190750000.0,1429990798.0,971508621.0,350095000.0,287127000.0,3368037000.0,3493971000.0,,5688982000.0,127025000.0,126990000.0,,130696000.0,,,
DBCORP,INR,OK,5,4737780000.0,7677780000.0,3319990000.0,3709830000.0,3652080000.0,4143230000.0,31965840000.0,30546400000.0,,,17076320000.0,19352780000.0,4312130000.0,5196920000.0,23555210000.0,23391110000.0,6506610000.0,6424500000.0,178245926.0,178192149.0,4640980000.0,4520100000.0,9954900000.0,8981670000.0,9954900000.0,21376730000.0,998310000.0,1036720000.0,,1849580000.0,8652260000.0,9454490000.0,
DBL,INR,OK,5,28639433000.0,119466726000.0,13023716000.0,6408263000.0,12041977000.0,1310000000.0,189081814000.0,197093945000.0,55916911000.0,69352095000.0,94020711000.0,98045719000.0,60154895000.0,66378548000.0,89839312000.0,113167200000.0,66584307000.0,85594456000.0,162444833.0,146214971.0,16540964000.0,19639448000.0,47091387000.0,52469467000.0,47091387000.0,80605424000.0,2976824000.0,3461842000.0,,263588000.0,18927520000.0,4806115000.0,
DCAL,INR,OK,5,2790800000.0,52464100000.0,974500000.0,32400000.0,4914500000.0,3712800000.0,119233100000.0,99991500000.0,15348600000.0,11470200000.0,28421000000.0,22004200000.0,23170500000.0,19247900000.0,29319000000.0,27115000000.0,4087900000.0,5016500000.0,156783095.0,156783095.0,6729100000.0,6651400000.0,34432200000.0,32004600000.0,34432200000.0,58278000000.0,3386900000.0,2937400000.0,,1554700000.0,2430400000.0,1904300000.0,
DCBBANK,INR,OK,4,,815344777000.0,7315577000.0,6153347000.0,66398948000.0,-4410036000.0,880694675000.0,768097809000.0,,,,,,,33113477000.0,28482314000.0,,,321901777.0,314287398.0,,,9892562000.0,8983981000.0,16597499000.0,15906755000.0,1064200000.0,1013982000.0,284874000.0,313234000.0,,,
DCMSHRIRAM,INR,OK,5,11679200000.0,64039200000.0,8534400000.0,6042700000.0,12338000000.0,11269600000.0,141367500000.0,127322300000.0,16010900000.0,13911500000.0,55813400000.0,51136300000.0,37344900000.0,32431600000.0,134605300000.0,119954900000.0,88669900000.0,79973800000.0,154839814.0,155220239.0,10811000000.0,9060300000.0,78913600000.0,72739600000.0,78913600000.0,89958700000.0,5023600000.0,4101700000.0,,5577200000.0,7107200000.0,3490200000.0,
DCMSRIND,INR,OK,5,861194000.0,10542176000.0,416144000.0,301856000.0,957925000.0,854953000.0,14190003000.0,14070676000.0,374824000.0,311209000.0,10419699000.0,10114809000.0,9304170000.0,9310431000.0,11530155000.0,10698403000.0,9147366000.0,8431724000.0,86992185.0,86992185.0,366992000.0,270693000.0,3263659000.0,3117203000.0,4255924000.0,3962756000.0,179278000.0,169650000.0,197222000.0,175792000.0,158205000.0,92751000.0,
DCW,INR,OK,5,1368207000.0,10145039000.0,481722000.0,300716000.0,2779743000.0,1905478000.0,20893154000.0,21779854000.0,881115000.0,2176486000.0,7167220000.0,7941390000.0,7125156000.0,7349269000.0,21435857000.0,20003433000.0,11737930000.0,10878873000.0,295155017.0,295155017.0,1419952000.0,985191000.0,13253085000.0,13362472000.0,13253085000.0,21622908000.0,1038349000.0,999271000.0,,692372000.0,2157615000.0,2107716000.0,
DCXINDIA,INR,OK,5,126390000.0,5904560000.0,-77110000.0,388760000.0,23030000.0,-3137670000.0,21034760000.0,19040670000.0,0.0,0.0,16139550000.0,15510040000.0,5859860000.0,5236760000.0,7433440000.0,10836710000.0,6785140000.0,10359710000.0,111386427.0,111386427.0,1344040000.0,1651890000.0,702650000.0,693980000.0,702650000.0,963500000.0,153380000.0,133710000.0,,141760000.0,6524930000.0,8096690000.0,
DDEVPLSTIK,INR,OK,5,3024733000.0,4304143000.0,2018163000.0,1854969000.0,845122000.0,1371962000.0,14437162000.0,11546029000.0,,,10705062000.0,8607656000.0,3970926000.0,2863874000.0,20478727000.0,26033237000.0,24216319000.0,21271055000.0,103476664.0,103476664.0,5538274000.0,4664111000.0,3536976000.0,2759872000.0,3536976000.0,3888883000.0,177955000.0,150304000.0,,791049000.0,211149000.0,613923000.0,
DECCANCE,INR,OK,5,615144000.0,9602357000.0,285781000.0,75185000.0,755714000.0,-376420000.0,17108984000.0,16253941000.0,5580273000.0,5466841000.0,2801911000.0,3464504000.0,3372077000.0,2965818000.0,6356142000.0,5269772000.0,988832000.0,679229000.0,14007500.0,14007500.0,483204000.0,577245000.0,13338011000.0,12076327000.0,13338011000.0,14115548000.0,356202000.0,280771000.0,1280363000.0,976137000.0,22239000.0,62146000.0,
DECNGOLD,INR,OK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty balance_sheet or financials from yfinance
DEEPAKFERT,INR,OK,5,13630500000.0,90237800000.0,7372500000.0,9335900000.0,2062300000.0,18796600000.0,164877600000.0,131476200000.0,40730200000.0,27768200000.0,60311000000.0,42019200000.0,44263900000.0,35260500000.0,115060300000.0,102744200000.0,80002900000.0,66697300000.0,126237825.0,126237825.0,23432000000.0,16172100000.0,88343400000.0,75661600000.0,88343400000.0,73304400000.0,4237400000.0,4033300000.0,,4517600000.0,8001300000.0,3120900000.0,
DEEPAKNTR,INR,OK,5,8031100000.0,28120600000.0,5505300000.0,6972400000.0,5389500000.0,6247000000.0,86806800000.0,77176700000.0,11348300000.0,10257100000.0,30693800000.0,32971100000.0,12787400000.0,9227600000.0,77612500000.0,80914800000.0,60181100000.0,62886500000.0,136393041.0,136393041.0,15055600000.0,12738100000.0,51367500000.0,41090600000.0,64358200000.0,51951300000.0,2246400000.0,1953700000.0,3043800000.0,3289900000.0,2265900000.0,7423400000.0,
DEEPINDS,INR,OK,5,1573017000.0,4826973000.0,1799386000.0,-901029000.0,2700926000.0,2099476000.0,25949928000.0,23927112000.0,1088930000.0,1043284000.0,8413819000.0,9097025000.0,3129180000.0,3024581000.0,8907139000.0,5761301000.0,4593816000.0,2783627000.0,64000000.0,64000000.0,4801423000.0,5886904000.0,11428704000.0,9544108000.0,11428704000.0,13004928000.0,592301000.0,411724000.0,,131106000.0,2015434000.0,1511106000.0,
DELHIVERY,INR,OK,5,2845270000.0,30898860000.0,1526760000.0,1621100000.0,9114570000.0,5673630000.0,127768410000.0,120631350000.0,0.0,24630000.0,49771450000.0,59521260000.0,19228130000.0,14080540000.0,105083070000.0,89319010000.0,97658750000.0,84455970000.0,748608108.0,745581479.0,13709920000.0,14121070000.0,29149960000.0,25225330000.0,29149960000.0,39400310000.0,6954390000.0,5349080000.0,,756860000.0,30819990000.0,35314220000.0,
DELTACORP,INR,OK,5,1199700000.0,3224000000.0,852900000.0,2489900000.0,1350000000.0,493600000.0,25740900000.0,29622300000.0,,,4973000000.0,9455800000.0,2337100000.0,1914700000.0,6884600000.0,7296300000.0,559600000.0,645100000.0,267771097.0,267771097.0,40000000.0,53500000.0,13269000000.0,14452500000.0,13269000000.0,19016000000.0,468800000.0,554000000.0,,727900000.0,2163400000.0,3801000000.0,
DELTAMAGNT,INR,OK,5,-1988000.0,661456000.0,-124084000.0,-120894000.0,6584000.0,10556000.0,684511000.0,675595000.0,46135000.0,19525000.0,291640000.0,328608000.0,580054000.0,471406000.0,618674000.0,558352000.0,289710000.0,276319000.0,10851120.0,10851120.0,122528000.0,148267000.0,358731000.0,314551000.0,358731000.0,941114000.0,33861000.0,40784000.0,,22404000.0,29483000.0,24951000.0,
DEN,INR,OK,5,2100350000.0,4572270000.0,1657730000.0,2000620000.0,-165930000.0,183000000.0,42833240000.0,41421910000.0,,,35467010000.0,34106820000.0,4243450000.0,4448410000.0,9742800000.0,10054080000.0,6209840000.0,5847990000.0,476765914.0,476765914.0,1072520000.0,1504690000.0,2596960000.0,3217750000.0,2596960000.0,3217750000.0,912590000.0,1057650000.0,,,33582700000.0,31816170000.0,
DENORA,INR,OK,5,46451000.0,304585000.0,90554000.0,16929000.0,122277000.0,31307000.0,1598000000.0,1423120000.0,,,1209760000.0,1086538000.0,300567000.0,218466000.0,1216231000.0,685824000.0,684634000.0,277006000.0,5308634.0,5308634.0,117500000.0,134167000.0,180860000.0,174099000.0,180860000.0,227181000.0,20355000.0,17010000.0,,27228000.0,603172000.0,546986000.0,
DENTA,INR,OK,5,829390000.0,250740000.0,609000000.0,528850000.0,-344950000.0,-719110000.0,4840650000.0,4293010000.0,0.0,1830000.0,3758810000.0,3986130000.0,236550000.0,196520000.0,2503790000.0,2032850000.0,1621550000.0,1226090000.0,26700000.0,26700000.0,503580000.0,858290000.0,241860000.0,243280000.0,,258130000.0,5480000.0,5180000.0,,35680000.0,703700000.0,1396150000.0,
DEVIT,INR,OK,5,975086000.0,795981000.0,757788000.0,148729000.0,-21388000.0,-88719000.0,1888997000.0,1220976000.0,106969000.0,65645000.0,1078865000.0,847974000.0,601843000.0,444968000.0,1895006000.0,1706638000.0,1735899000.0,1515411000.0,56363714.0,56335232.0,909507000.0,745149000.0,115905000.0,118099000.0,115905000.0,249703000.0,32661000.0,30394000.0,,21502000.0,515000.0,4300000.0,
DEVX,INR,OK,5,601480000.0,4583187000.0,88046000.0,17537000.0,898478000.0,936593000.0,6439819000.0,5403760000.0,810945000.0,989370000.0,1965763000.0,1034460000.0,1554008000.0,1497940000.0,2259226000.0,1588745000.0,649331000.0,483103000.0,90187515.0,90187515.0,272934000.0,422700000.0,3269599000.0,2895400000.0,3269599000.0,3050920000.0,588824000.0,522168000.0,,98700000.0,351873000.0,,
DEVYANI,INR,OK,5,2188630000.0,48647640000.0,-386310000.0,91490000.0,9192080000.0,9002200000.0,67499730000.0,53385710000.0,7856330000.0,6700520000.0,8524260000.0,4737640000.0,16714330000.0,11128580000.0,56114790000.0,49510520000.0,26014810000.0,22492440000.0,1232939791.0,1206266378.0,640780000.0,413100000.0,37964360000.0,35163810000.0,37964360000.0,56498550000.0,6539810000.0,5698750000.0,,4173350000.0,644760000.0,240000.0,
DGCONTENT,INR,OK,5,168400000.0,2157700000.0,8100000.0,243100000.0,372700000.0,773400000.0,2527000000.0,2261900000.0,328000000.0,440900000.0,1538200000.0,1340200000.0,1027500000.0,881600000.0,4887300000.0,4428500000.0,,19300000.0,58022421.0,58022421.0,904700000.0,707500000.0,713000000.0,781700000.0,713000000.0,892500000.0,78500000.0,110200000.0,,428300000.0,457500000.0,404400000.0,
DHAMPURSUG,INR,OK,5,1345900000.0,12168300000.0,651000000.0,522100000.0,2430900000.0,2006900000.0,24153100000.0,23870100000.0,1436900000.0,1426500000.0,12989300000.0,12412700000.0,9462600000.0,9655700000.0,19674400000.0,19565200000.0,15175500000.0,15222000000.0,64306509.0,65387590.0,1142200000.0,1486500000.0,11062900000.0,11402200000.0,11062900000.0,19024300000.0,621000000.0,619200000.0,,261400000.0,2733200000.0,254600000.0,
DHANBANK,INR,OK,5,,197637400000.0,1027500000.0,666400000.0,6314900000.0,-47900000.0,212376600000.0,179369373000.0,,,,,,,8147200000.0,6524900000.0,,,394698851.0,394698851.0,,,2900400000.0,2815576000.0,,5644595000.0,299700000.0,253300000.0,,43909000.0,,,
DHANUKA,INR,OK,5,3822694000.0,4201442000.0,2872349000.0,2969603000.0,1962007000.0,2626601000.0,21020229000.0,18001136000.0,,,15173384000.0,11485604000.0,3705868000.0,3485822000.0,19526751000.0,20097139000.0,12082423000.0,12207027000.0,45078324.0,45078324.0,4406208000.0,4591456000.0,3213115000.0,3367948000.0,5285883000.0,5029418000.0,642189000.0,554609000.0,878576000.0,889444000.0,3019211000.0,1353437000.0,
DHARMAJ,INR,OK,5,896990000.0,3923600000.0,546460000.0,348250000.0,276090000.0,386800000.0,8414030000.0,7334140000.0,509860000.0,641140000.0,5126800000.0,4111800000.0,3310820000.0,2686420000.0,11379650000.0,9510440000.0,8805760000.0,7443660000.0,33797296.0,33797296.0,2807280000.0,2483920000.0,3159360000.0,3131380000.0,3159360000.0,3535060000.0,191240000.0,182730000.0,,152360000.0,64110000.0,30450000.0,
DHUNINV,INR,OK,5,1340737000.0,15899660000.0,179800000.0,907778000.0,1369759000.0,651139000.0,50963547000.0,44164752000.0,9510316000.0,3388467000.0,1837581000.0,8430404000.0,484536000.0,1469965000.0,3712624000.0,4257447000.0,2764438000.0,3243557000.0,6097178.0,6097178.0,146909000.0,299774000.0,14043026000.0,7872341000.0,14043026000.0,8717427000.0,260643000.0,427744000.0,,173940000.0,241279000.0,5372231000.0,
DIACABS,INR,OK,5,2009090000.0,30078132000.0,1581693000.0,344977000.0,-804312000.0,171543000.0,24036095000.0,17871478000.0,24876522000.0,3248624000.0,10487248000.0,4829235000.0,5139602000.0,4389911000.0,19101022000.0,11153925000.0,15296411000.0,9399411000.0,526971060.0,526971060.0,4642291000.0,1756088000.0,13523736000.0,13025104000.0,13523736000.0,13025104000.0,307148000.0,202773000.0,,,832986000.0,64253000.0,
DIAMINESQ,INR,OK,5,-136476000.0,169434000.0,-127831000.0,27306000.0,-108523000.0,-50223000.0,1744418000.0,1780901000.0,,,726485000.0,896925000.0,141819000.0,121870000.0,384792000.0,714715000.0,218685000.0,360833000.0,10053392.0,9783990.0,54671000.0,138434000.0,845206000.0,665945000.0,845206000.0,883422000.0,37817000.0,34932000.0,,29555000.0,325763000.0,175000000.0,
DIAMONDYD,INR,OK,5,217110000.0,2277894000.0,97157000.0,-342745000.0,504699000.0,260921000.0,9274699000.0,9559637000.0,100000000.0,140000000.0,3319874000.0,3112279000.0,1711982000.0,1985092000.0,17160463000.0,16990841000.0,12275037000.0,12431465000.0,23903546.0,23873425.0,230456000.0,174143000.0,3949371000.0,4134266000.0,3949371000.0,7290090000.0,669302000.0,691872000.0,,1444318000.0,703225000.0,544200000.0,
DICIND,INR,OK,4,250637000.0,2017188000.0,173766000.0,195390000.0,427843000.0,163826000.0,6303668000.0,5873675000.0,,,4721496000.0,4240343000.0,1950873000.0,1661831000.0,8883722000.0,8775164000.0,6723891000.0,6736208000.0,9178977.0,9178977.0,2634385000.0,2410420000.0,1400121000.0,1451615000.0,2612054000.0,2507243000.0,183661000.0,190874000.0,416394000.0,420735000.0,18601000.0,547000.0,
DIFFNKG,INR,OK,5,671830000.0,1048450000.0,503230000.0,359090000.0,227900000.0,86200000.0,5104310000.0,4444420000.0,0.0,0.0,3236910000.0,2997690000.0,986540000.0,684960000.0,4066280000.0,3352760000.0,2736090000.0,2228560000.0,37126259.0,37426259.0,1281790000.0,848010000.0,1327100000.0,1005440000.0,1327100000.0,1246530000.0,68450000.0,52750000.0,,149250000.0,14140000.0,10690000.0,
DIGIDRIVE,INR,OK,4,76800000.0,369400000.0,53800000.0,79100000.0,-43800000.0,-80100000.0,3088100000.0,3140965000.0,,,309500000.0,322204000.0,66200000.0,80699000.0,461500000.0,497800000.0,270400000.0,258200000.0,38469018.0,38469018.0,33800000.0,30732000.0,9300000.0,8919000.0,9300000.0,17060000.0,5600000.0,4000000.0,,35357000.0,140900000.0,139783000.0,
DIGITIDE,INR,OK,1,825970000.0,11197430000.0,-163500000.0,1155770000.0,2625100000.0,3684430000.0,20358840000.0,,414720000.0,,9972310000.0,,6765050000.0,,30801810000.0,32687270000.0,0.0,14260000.0,149011751.0,,4467200000.0,,6228310000.0,,6228310000.0,,2121670000.0,2207750000.0,,,917190000.0,,
DIGJAMLMTD,INR,OK,5,33700000.0,706052000.0,-9980000.0,-106049000.0,-46128000.0,-187582000.0,750222000.0,808429000.0,270621000.0,200836000.0,216036000.0,232514000.0,435184000.0,282779000.0,332794000.0,181983000.0,237865000.0,121597000.0,20000000.0,20000000.0,92935000.0,60359000.0,995000.0,915000.0,995000.0,991000.0,471000.0,5719000.0,,11785000.0,58000.0,,
DISAQ,INR,OK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty balance_sheet or financials from yfinance
DIVGIITTS,INR,OK,5,630590000.0,959630000.0,469260000.0,243920000.0,410830000.0,352130000.0,7314190000.0,6604530000.0,460000.0,1410000.0,4502290000.0,3954140000.0,892910000.0,565110000.0,3528880000.0,2189170000.0,1367970000.0,880860000.0,30582927.0,30582927.0,792870000.0,554630000.0,2667370000.0,2499870000.0,2667370000.0,3791200000.0,292370000.0,251830000.0,,98650000.0,2743590000.0,2693970000.0,
DIVISLAB,INR,OK,4,34110000000.0,32720000000.0,25680000000.0,21910000000.0,27380000000.0,16530000000.0,200330000000.0,169320000000.0,,,110960000000.0,100810000000.0,20430000000.0,14520000000.0,104760000000.0,93250000000.0,42810000000.0,38700000000.0,265468580.0,265468580.0,29840000000.0,27310000000.0,87690000000.0,66980000000.0,116240000000.0,90960000000.0,4630000000.0,4020000000.0,3160000000.0,2790000000.0,31080000000.0,31240000000.0,
DIXON,INR,OK,5,22080300000.0,137749700000.0,14386400000.0,10955400000.0,17822900000.0,11497500000.0,191616400000.0,167668700000.0,3596900000.0,808900000.0,135153900000.0,130943800000.0,126982900000.0,125954400000.0,488728000000.0,388601000000.0,452771800000.0,358328200000.0,60801893.0,60236688.0,65299100000.0,69654500000.0,41218500000.0,29799900000.0,41218500000.0,37450900000.0,3929800000.0,2810200000.0,,569500000.0,17169600000.0,14780900000.0,
DJML,INR,OK,5,179145000.0,475934000.0,109052000.0,67203000.0,-146589000.0,-132977000.0,1397312000.0,1138156000.0,184638000.0,70867000.0,1083968000.0,803208000.0,273601000.0,358215000.0,1378950000.0,820883000.0,1013765000.0,489968000.0,34377851.0,32483520.0,523968000.0,304388000.0,232675000.0,224897000.0,476092000.0,394168000.0,77588000.0,67284000.0,9420000.0,48240000.0,3448000.0,433000.0,
DLF,INR,OK,4,31152918000.0,294014031000.0,44146750000.0,43676215000.0,63473849000.0,52352225000.0,748747730000.0,694753744000.0,0.0,16720678000.0,394735482000.0,412052895000.0,256009970000.0,222329987000.0,78376577000.0,79466005000.0,48485651000.0,41315813000.0,2475311706.0,2475311706.0,8473800000.0,8022138000.0,8715567000.0,8072511000.0,20054281000.0,18903518000.0,1424125000.0,1506621000.0,6426120000.0,6147030000.0,43191590000.0,85630935000.0,
DLINKINDIA,INR,OK,5,1413910000.0,3057591000.0,1040580000.0,1042607000.0,148923000.0,899625000.0,8114471000.0,7480479000.0,,,7595669000.0,7002656000.0,2963264000.0,2708910000.0,15657016000.0,13838622000.0,13315559000.0,11650351000.0,35504850.0,35504850.0,4433981000.0,3646868000.0,293250000.0,185470000.0,293250000.0,355927000.0,71609000.0,69348000.0,,125096000.0,1718807000.0,2171510000.0,
DMART,INR,OK,5,42236700000.0,50619000000.0,29704900000.0,27080200000.0,34667400000.0,24629700000.0,295242600000.0,243202900000.0,,600000.0,74777800000.0,63922000000.0,37822600000.0,22121600000.0,688207400000.0,593580500000.0,584597300000.0,505517000000.0,651959123.0,650733068.0,1493400000.0,1537900000.0,212683200000.0,171909100000.0,212683200000.0,210028100000.0,10370200000.0,8695200000.0,,461300000.0,7486700000.0,28800000.0,
DMCC,INR,OK,5,485721000.0,1973288000.0,273287000.0,215277000.0,-177835000.0,380414000.0,4455062000.0,3802029000.0,368736000.0,394837000.0,2163062000.0,1350783000.0,1573860000.0,1095701000.0,5815810000.0,4312968000.0,4087538000.0,2675864000.0,24939933.0,24939933.0,959425000.0,741857000.0,2050144000.0,2148274000.0,2050144000.0,3002993000.0,157551000.0,167202000.0,,187556000.0,22924000.0,7623000.0,
DNAMEDIA,INR,OK,5,-22044000.0,4434568000.0,-88754000.0,136185000.0,-19010000.0,29315000.0,1908618000.0,2343609000.0,4362656000.0,4362656000.0,1869348000.0,2242491000.0,44340000.0,391462000.0,65088000.0,131919000.0,11109000.0,16827000.0,117708018.0,117708018.0,90483000.0,143137000.0,221000.0,656000.0,,4261000.0,435000.0,1328000.0,23024000.0,25986000.0,177781000.0,6000000.0,
DODLA,INR,OK,4,2828140000.0,4223550000.0,2669990000.0,2599300000.0,2948620000.0,5197870000.0,20964360000.0,17306620000.0,187500000.0,237500000.0,7678830000.0,9244020000.0,3141370000.0,2490560000.0,41232430000.0,37182530000.0,31138330000.0,27371160000.0,60327809.0,60327809.0,135040000.0,123160000.0,9190540000.0,7161390000.0,13569940000.0,10897530000.0,823350000.0,746340000.0,3566530000.0,3107850000.0,4822430000.0,6426060000.0,
DOLATALGO,INR,OK,5,2251970000.0,4048520000.0,1289190000.0,2154410000.0,556300000.0,-268250000.0,15360070000.0,11398300000.0,,0.0,6703070000.0,6666210000.0,3994550000.0,1336790000.0,4035770000.0,5298970000.0,1367920000.0,1396740000.0,176000000.0,176000000.0,,115250000.0,62500000.0,49280000.0,,97600000.0,24610000.0,23070000.0,,420000.0,6467330000.0,492250000.0,
DOLLAR,INR,OK,5,1666343000.0,5904013000.0,1074301000.0,910355000.0,1387182000.0,737828000.0,15446096000.0,14760883000.0,338486000.0,308327000.0,12368850000.0,11822158000.0,5363655000.0,5646900000.0,18809611000.0,17104597000.0,12593208000.0,11430575000.0,56716120.0,56716120.0,6279097000.0,5592151000.0,2733508000.0,2853859000.0,2733508000.0,4376406000.0,396625000.0,375558000.0,,2432453000.0,115843000.0,9949000.0,
DOLPHIN,INR,OK,5,741485000.0,2542592000.0,685379000.0,464795000.0,453418000.0,104699000.0,6076871000.0,4611925000.0,2032076000.0,1647525000.0,2829931000.0,2340073000.0,510516000.0,240353000.0,1164204000.0,740192000.0,386215000.0,258686000.0,40004580.0,40004580.0,2326722000.0,1974946000.0,3089439000.0,2227313000.0,3089439000.0,2235448000.0,156472000.0,2077000.0,,12305000.0,338738000.0,273860000.0,
DOMS,INR,OK,5,3330646000.0,4098302000.0,2301822000.0,2023367000.0,2543431000.0,1833274000.0,17119340000.0,15196200000.0,380457000.0,1055071000.0,6393441000.0,6888323000.0,2939790000.0,2569243000.0,23263652000.0,19126281000.0,13112611000.0,10806030000.0,60688336.0,60687236.0,1637262000.0,1343244000.0,8425699000.0,6827715000.0,8425699000.0,9223064000.0,881108000.0,691820000.0,,874377000.0,98561000.0,1628350000.0,
